,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,features_used,last_login_days_ago,monthly_fee,total_revenue,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,csat_score,escalations,survey_response,referral_count,churn
1638,Enterprise,13,Web,Monthly,17,4,1,2.5649493574615367,50,6.478509642208569,0,No,No,2,20.30932366114455,2.0,0,Neutral,0,0
1639,Enterprise,21,Referral,Monthly,16,2,3,0.6931471805599453,20,6.042632833682381,1,Yes,No,0,16.888380689300746,4.0,1,Unsatisfied,1,0
1640,Individual,31,Web,Yearly,17,4,1,0.0,10,5.739792912179234,1,No,No,2,19.76237006017009,3.0,0,Satisfied,1,0
1642,Individual,56,Web,Monthly,14,2,5,3.4011973816621555,10,6.329720905522696,0,No,No,2,1.8130853379862089,5.0,0,Neutral,1,0
1643,Individual,21,Mobile,Quarterly,21,7,5,2.8903717578961645,30,6.447305862541213,0,No,No,1,27.400725380131156,2.0,1,Neutral,1,0
1644,Individual,33,Referral,Monthly,14,4,3,2.5649493574615367,10,5.802118375377063,0,No,No,1,18.03506528563216,3.0,1,Neutral,0,0
1645,Individual,28,Referral,Monthly,15,2,2,2.3978952727983707,10,5.638354669333745,0,No,Yes,1,26.817096629785528,5.0,0,Neutral,1,0
1646,Individual,56,Web,Yearly,33,5,6,1.0986122886681098,50,7.937731775260109,2,No,No,0,43.79082556462802,3.0,1,Unsatisfied,0,0
1647,SME,6,Referral,Monthly,19,3,6,0.0,30,5.198497031265826,0,No,No,1,1.0,4.0,1,Neutral,0,0
1648,Individual,8,Web,Quarterly,13,0,7,1.9459101490553132,50,5.993961427306569,2,Yes,Yes,1,12.368198574522626,3.0,1,Neutral,2,0
1652,SME,40,Web,Quarterly,20,0,3,1.3862943611198906,10,5.993961427306569,1,No,No,4,9.19394480992219,4.0,0,Neutral,5,0
1653,Individual,22,Mobile,Monthly,17,3,4,2.1972245773362196,30,6.493753839851686,0,No,Yes,0,20.38283247717716,4.0,0,Satisfied,2,0
1654,SME,1,Web,Monthly,30,1,6,3.1780538303479458,10,2.3978952727983707,0,No,No,0,15.645564136662404,4.0,0,Satisfied,1,1
1655,SME,13,Web,Yearly,25,0,4,2.8903717578961645,10,4.875197323201151,0,No,No,0,16.26869451007298,3.0,0,Unsatisfied,1,0
1656,SME,1,Referral,Quarterly,17,3,11,1.3862943611198906,30,3.4339872044851463,0,No,Yes,1,10.60634663231599,4.0,0,Neutral,2,0
1657,Individual,10,Mobile,Yearly,21,6,1,2.70805020110221,70,6.55250788703459,0,No,No,1,34.46151053473712,4.0,1,Unsatisfied,1,0
1658,SME,5,Web,Monthly,11,3,5,2.4849066497880004,70,5.860786223465865,0,No,No,1,31.21319338152871,3.0,0,Neutral,2,0
1659,Individual,55,Mobile,Monthly,19,6,6,0.6931471805599453,50,7.919719760924575,0,No,Yes,0,16.012319634412506,2.0,0,Satisfied,1,1
1660,Enterprise,20,Mobile,Quarterly,13,2,4,2.1972245773362196,30,6.398594934535208,0,No,No,3,25.744877840022657,4.0,1,Satisfied,3,0
1661,Individual,13,Mobile,Monthly,21,2,3,2.772588722239781,30,5.968707559985366,0,No,No,1,30.784121073337936,4.0,0,Neutral,0,0
1662,Enterprise,58,Web,Quarterly,18,3,4,0.6931471805599453,20,7.057036981697891,0,Yes,No,0,20.44186307195062,5.0,1,Neutral,0,0
1663,Enterprise,37,Web,Yearly,17,2,1,0.0,30,7.01301578963963,0,No,No,1,24.79590105982289,3.0,0,Neutral,1,0
1665,Enterprise,3,Mobile,Quarterly,22,2,2,2.0794415416798357,50,5.017279836814924,0,No,No,3,17.843579937787737,4.0,0,Satisfied,0,0
1667,Individual,34,Mobile,Yearly,27,0,3,1.9459101490553132,20,6.523562306149512,1,No,Yes,2,35.28260581224268,2.0,0,Neutral,2,0
1668,Individual,30,Web,Quarterly,29,0,7,2.0794415416798357,20,6.398594934535208,1,No,No,1,37.61363697279164,4.0,0,Neutral,1,0
1669,Enterprise,37,Mobile,Yearly,16,0,4,1.0986122886681098,30,7.01301578963963,0,No,No,1,18.048264822444143,4.0,1,Neutral,1,0
1670,Individual,4,Web,Quarterly,22,3,4,3.58351893845611,70,5.638354669333745,0,Yes,No,2,33.494753805714176,2.0,0,Satisfied,0,1
1671,Individual,34,Web,Yearly,37,4,6,2.6390573296152584,30,6.928537818164665,1,Yes,No,4,14.752905455209191,4.0,0,Satisfied,0,0
1672,SME,32,Web,Monthly,19,4,3,1.791759469228055,70,7.714677473800927,1,No,Yes,2,17.438090173017073,4.0,1,Satisfied,0,0
1674,SME,58,Web,Monthly,21,6,2,1.791759469228055,100,8.665785595466064,1,No,No,1,23.24252509334284,4.0,0,Satisfied,2,0
1676,Individual,24,Web,Quarterly,32,0,4,2.302585092994046,10,5.484796933490655,0,No,No,2,26.921185518977268,4.0,3,Satisfied,1,0
1677,Individual,9,Web,Monthly,15,4,5,1.9459101490553132,30,5.602118820879701,0,No,No,2,24.00630756622097,4.0,0,Satisfied,0,0
1678,SME,41,Web,Quarterly,30,0,7,1.3862943611198906,10,6.018593214496234,1,Yes,No,2,20.30614570693225,2.0,1,Satisfied,1,0
1679,Individual,24,Mobile,Monthly,27,4,4,0.0,20,6.175867270105761,1,Yes,No,0,27.249237285811724,2.0,0,Unsatisfied,0,0
1680,Individual,25,Web,Monthly,19,5,6,0.0,10,5.5254529391317835,1,No,No,1,23.93739208863544,4.0,0,Satisfied,0,0
1681,SME,36,Web,Monthly,15,1,5,2.3978952727983707,50,7.496097345175956,0,Yes,No,1,38.59732991947698,3.0,0,Unsatisfied,0,0
1682,Individual,8,Mobile,Monthly,19,2,5,3.044522437723423,50,5.993961427306569,1,Yes,No,4,14.871921443584512,5.0,0,Unsatisfied,1,0
1683,Individual,50,Mobile,Monthly,31,7,3,2.8903717578961645,20,6.90875477931522,0,No,Yes,0,18.726358839785743,4.0,0,Neutral,3,0
1684,Individual,41,Mobile,Monthly,30,6,4,2.0794415416798357,30,7.115582126184454,0,No,No,3,26.84003418207416,5.0,0,Unsatisfied,1,0
1685,Individual,29,Web,Monthly,27,4,4,0.0,10,5.673323267171493,0,No,No,0,26.16468280736185,3.0,0,Satisfied,1,0
1687,Individual,59,Web,Monthly,20,2,6,1.0986122886681098,50,7.989899374942939,0,Yes,No,0,25.39135354413455,3.0,0,Satisfied,2,0
1688,SME,35,Mobile,Quarterly,26,2,4,1.0986122886681098,10,5.860786223465865,0,Yes,No,2,24.82973205128132,5.0,0,Unsatisfied,0,0
1689,Individual,38,Web,Quarterly,17,3,5,1.6094379124341003,20,6.634633357861686,0,Yes,No,2,7.1317122000431326,4.0,1,Neutral,0,0
1691,SME,55,Mobile,Monthly,21,3,4,1.3862943611198906,30,7.409136443920128,1,No,No,1,21.032364315012696,3.0,0,Neutral,1,0
1693,SME,32,Web,Monthly,5,3,5,1.791759469228055,50,7.3783837129967145,1,Yes,No,1,35.03164801373417,3.0,1,Neutral,2,0
1694,Enterprise,37,Mobile,Monthly,13,6,5,2.0794415416798357,100,8.216358332386156,0,No,Yes,2,30.740468277716964,4.0,0,Satisfied,0,0
1695,SME,49,Mobile,Monthly,16,0,3,2.5649493574615367,70,8.14060704285845,2,No,No,0,40.58376606048488,5.0,0,Satisfied,1,0
1696,Individual,59,Mobile,Monthly,24,3,3,0.0,20,7.074116816197362,0,Yes,No,1,15.704510898857633,4.0,0,Satisfied,0,0
1698,Individual,28,Mobile,Quarterly,41,4,8,1.791759469228055,50,7.244941546337007,0,No,No,1,35.47397349670991,2.0,0,Unsatisfied,1,0
1699,Individual,56,Web,Yearly,7,2,9,1.791759469228055,50,7.937731775260109,1,Yes,Yes,2,35.134958138506846,3.0,1,Neutral,1,0
1701,Individual,8,Mobile,Quarterly,32,5,2,2.0794415416798357,10,4.394449154672439,1,No,No,2,24.79754523517126,3.0,0,Unsatisfied,4,0
1702,Individual,41,Mobile,Quarterly,24,2,3,1.3862943611198906,20,6.710523109452428,2,No,No,1,23.21741775702007,3.0,0,Neutral,0,1
1703,Individual,54,Web,Monthly,16,1,3,0.0,50,7.901377353792616,1,No,Yes,0,37.666675974935536,3.0,0,Unsatisfied,0,0
1704,Individual,23,Referral,Yearly,19,0,4,3.044522437723423,50,7.048386408721883,0,No,No,1,29.593247681693253,4.0,0,Neutral,3,0
1705,SME,54,Web,Quarterly,28,7,6,2.70805020110221,20,6.985641817639208,0,No,No,3,28.70082332723048,2.0,1,Unsatisfied,1,0
1706,Enterprise,40,Mobile,Monthly,4,6,6,2.3978952727983707,30,7.0909098220799835,0,No,No,3,43.77177301539256,3.0,1,Unsatisfied,1,1
1707,Individual,46,Web,Quarterly,13,6,8,1.791759469228055,30,7.2305631534092925,0,No,No,1,32.73527170474574,2.0,0,Unsatisfied,1,0
1708,SME,23,Mobile,Monthly,14,2,6,2.772588722239781,20,6.133398042996649,1,No,No,3,17.067611839229173,4.0,0,Satisfied,1,0
1709,Individual,32,Web,Quarterly,25,1,7,1.3862943611198906,20,6.46302945692067,2,No,No,3,21.265917118390004,3.0,0,Satisfied,0,0
1711,Individual,17,Web,Quarterly,39,3,5,3.295836866004329,20,5.831882477283517,0,Yes,No,0,26.22423011024062,3.0,0,Satisfied,4,0
1713,Individual,35,Referral,Yearly,9,7,3,3.1780538303479458,50,7.467942332285852,0,No,Yes,0,30.131677632646287,3.0,0,Neutral,0,0
1717,Individual,49,Referral,Yearly,8,3,3,1.6094379124341003,50,7.804251383528112,0,No,No,1,15.227538483458355,4.0,1,Satisfied,2,0
1718,Individual,46,Web,Monthly,23,6,10,0.0,10,6.133398042996649,0,Yes,No,1,32.80677746650434,4.0,0,Neutral,1,0
1720,Enterprise,31,Mobile,Monthly,22,7,7,3.044522437723423,30,6.836259277277067,1,No,No,1,15.978604529967852,3.0,1,Satisfied,2,0
1722,Individual,12,Web,Monthly,19,5,5,2.6390573296152584,20,5.484796933490655,0,No,No,3,20.06756927893953,3.0,1,Neutral,0,0
1723,SME,37,Referral,Monthly,16,6,6,1.3862943611198906,10,5.916202062607435,0,Yes,No,2,32.967392590599346,2.0,0,Satisfied,3,0
1724,SME,59,Web,Monthly,19,3,3,2.4849066497880004,10,6.3818160174060985,1,Yes,No,2,16.95598766055123,5.0,0,Satisfied,0,0
1727,Individual,2,Referral,Yearly,7,3,6,3.2188758248682006,30,4.110873864173311,0,No,No,1,28.65683804433404,4.0,0,Satisfied,3,0
1728,Individual,30,Referral,Monthly,17,2,10,1.0986122886681098,50,7.313886831633462,0,Yes,No,2,43.30707129895448,4.0,0,Satisfied,0,0
1729,Individual,44,Web,Quarterly,25,5,7,0.0,20,6.78105762593618,0,No,No,1,38.33244269416716,2.0,0,Satisfied,0,0
1730,SME,9,Mobile,Yearly,19,1,6,2.5649493574615367,50,6.111467339502679,2,No,No,3,20.8692114110142,5.0,0,Neutral,0,1
1731,Individual,23,Mobile,Quarterly,21,7,7,3.332204510175204,30,6.53813982376767,0,No,No,0,14.979701302590804,3.0,1,Unsatisfied,0,0
1732,SME,9,Web,Monthly,14,1,4,3.1354942159291497,30,5.602118820879701,0,Yes,Yes,0,38.23313253006834,3.0,0,Satisfied,0,0
1734,SME,55,Referral,Monthly,0,3,9,2.3978952727983707,50,7.919719760924575,2,No,No,1,28.69611248632253,5.0,2,Satisfied,3,1
1736,Individual,56,Web,Monthly,39,1,3,1.791759469228055,10,6.329720905522696,1,No,No,0,22.207711639820136,3.0,0,Satisfied,2,0
1737,Individual,39,Referral,Monthly,7,6,3,3.258096538021482,30,7.065613363597717,0,No,No,3,42.147356554455484,4.0,0,Unsatisfied,0,0
1738,SME,23,Mobile,Quarterly,11,1,1,2.4849066497880004,50,7.048386408721883,0,No,No,0,25.59278827061772,3.0,0,Satisfied,0,0
1739,Individual,18,Web,Quarterly,12,0,2,2.302585092994046,70,7.13966033596492,0,No,No,2,14.807296684072972,3.0,0,Satisfied,0,0
1740,SME,42,Web,Monthly,14,7,4,2.3978952727983707,50,7.650168700845001,0,No,Yes,3,45.12311604006979,5.0,0,Satisfied,0,0
1741,SME,32,Web,Monthly,19,3,3,2.9444389791664403,50,7.3783837129967145,1,No,Yes,0,7.379726762856819,2.0,0,Unsatisfied,1,0
1742,Individual,47,Referral,Monthly,30,7,6,0.0,20,6.846943139585379,1,Yes,No,1,17.137218565430196,4.0,1,Satisfied,0,0
1743,Enterprise,9,Referral,Monthly,24,3,7,0.6931471805599453,70,6.447305862541213,0,Yes,No,0,25.238172404657043,4.0,0,Satisfied,1,0
1744,SME,11,Web,Monthly,17,6,4,1.0986122886681098,30,5.802118375377063,0,No,Yes,2,12.799129800067416,4.0,0,Satisfied,1,0
1746,Individual,1,Web,Quarterly,15,2,4,2.0794415416798357,10,2.3978952727983707,0,Yes,No,4,33.288345076536075,4.0,0,Satisfied,3,0
1747,Individual,11,Mobile,Quarterly,20,2,3,1.3862943611198906,10,4.709530201312334,1,Yes,No,2,16.473733315170627,2.0,1,Satisfied,2,1
1748,Individual,33,Web,Monthly,21,4,3,1.6094379124341003,20,6.493753839851686,1,No,No,0,23.157065483386155,3.0,0,Satisfied,2,0
1751,SME,50,Web,Quarterly,9,6,4,1.9459101490553132,10,6.2166061010848646,0,Yes,No,1,21.343998336472183,2.0,1,Satisfied,1,0
1752,Individual,1,Web,Monthly,29,4,3,2.1972245773362196,30,3.4339872044851463,1,No,No,3,23.321435805571937,4.0,0,Satisfied,1,1
1754,Individual,13,Referral,Monthly,16,3,4,2.302585092994046,10,4.875197323201151,2,No,No,1,16.549364256558516,4.0,1,Satisfied,1,1
1755,Individual,27,Referral,Quarterly,7,6,4,1.6094379124341003,70,7.544861068658458,0,No,No,3,21.176732838244245,5.0,0,Neutral,1,0
1756,SME,8,Referral,Monthly,8,1,4,3.4965075614664802,70,6.329720905522696,1,No,No,2,15.330967584876602,3.0,0,Unsatisfied,1,0
1757,SME,28,Web,Monthly,30,2,6,3.2188758248682006,20,6.329720905522696,0,No,No,2,32.238925946697336,4.0,0,Unsatisfied,1,0
1759,Individual,52,Web,Quarterly,20,5,7,2.8903717578961645,10,6.255750041753367,1,No,No,1,4.066853944911301,5.0,1,Satisfied,0,0
1760,Individual,2,Web,Monthly,18,3,9,3.58351893845611,20,3.713572066704308,0,No,No,2,16.541536917518307,3.0,0,Neutral,4,0
1761,Individual,53,Web,Monthly,13,7,1,1.0986122886681098,30,7.372118028337787,0,Yes,No,0,14.541852532009097,2.0,0,Unsatisfied,0,0
1762,Individual,12,Mobile,Monthly,11,6,4,2.3978952727983707,50,6.398594934535208,0,No,Yes,3,15.59641772894428,4.0,0,Neutral,1,0
1763,SME,27,Web,Monthly,26,0,1,0.6931471805599453,70,7.544861068658458,0,No,No,2,30.92262282264212,4.0,0,Satisfied,1,0
1764,Individual,13,Referral,Monthly,27,0,5,1.0986122886681098,70,6.814542897259958,0,No,No,0,20.0919897603108,3.0,0,Neutral,1,0
1766,Individual,40,Web,Quarterly,24,0,5,0.6931471805599453,50,7.601402334583733,0,No,No,4,30.76320696637807,3.0,1,Satisfied,0,0
1767,Individual,15,Mobile,Quarterly,20,1,5,1.6094379124341003,20,5.707110264748875,0,No,No,0,45.910006807286905,3.0,1,Neutral,0,0
1768,Individual,31,Web,Quarterly,21,4,3,2.1972245773362196,20,6.431331081933479,0,Yes,Yes,1,26.286846624202383,3.0,1,Unsatisfied,2,0
1770,Individual,39,Web,Quarterly,2,0,3,2.302585092994046,10,5.968707559985366,1,No,No,1,20.2317529224859,2.0,0,Satisfied,4,0
1772,Individual,51,Web,Yearly,14,1,6,1.6094379124341003,20,6.928537818164665,0,No,No,2,25.49863575720702,4.0,0,Satisfied,1,0
1774,Individual,7,Web,Monthly,9,6,5,1.6094379124341003,20,4.948759890378168,0,No,Yes,1,22.86439482889308,4.0,0,Neutral,0,0
1776,SME,14,Web,Monthly,25,6,5,3.2188758248682006,10,4.948759890378168,0,No,No,3,38.15713924999149,5.0,0,Satisfied,1,0
1778,Individual,58,Mobile,Monthly,15,2,2,2.3978952727983707,10,6.364750756851911,0,No,No,0,32.287881410794704,2.0,0,Satisfied,1,0
1779,SME,39,Mobile,Yearly,14,4,5,1.3862943611198906,20,6.660575149839686,1,No,No,1,28.662447270516907,3.0,0,Unsatisfied,0,0
1780,SME,48,Web,Quarterly,20,4,8,2.5649493574615367,70,8.119993827725105,1,Yes,Yes,1,33.79430647811559,3.0,1,Unsatisfied,4,0
1781,SME,9,Web,Quarterly,40,4,7,1.0986122886681098,20,5.198497031265826,0,Yes,No,2,19.987220562745065,4.0,0,Satisfied,0,0
1783,SME,12,Web,Quarterly,23,2,12,2.1972245773362196,70,6.734591659972948,1,No,Yes,0,33.19972593046906,5.0,0,Neutral,0,0
1785,SME,27,Web,Yearly,14,4,6,1.3862943611198906,50,7.208600337960199,0,No,No,0,27.21131358517977,2.0,1,Satisfied,0,0
1786,SME,22,Mobile,Monthly,3,0,4,1.3862943611198906,20,6.089044875446846,0,No,No,1,36.15658460872346,4.0,0,Neutral,0,0
1788,Individual,46,Web,Quarterly,7,2,5,0.6931471805599453,50,7.741099090035366,1,No,Yes,0,37.47734440536927,4.0,0,Satisfied,2,0
1789,Individual,44,Mobile,Monthly,25,4,4,2.4849066497880004,70,8.033009498596668,0,No,No,0,21.66846728874976,4.0,1,Satisfied,0,0
1791,Individual,37,Web,Monthly,19,0,4,0.6931471805599453,50,7.523481312573497,1,Yes,No,1,32.58160290478388,3.0,0,Neutral,0,1
1793,Individual,4,Mobile,Monthly,31,2,5,0.6931471805599453,70,5.638354669333745,0,Yes,No,4,23.040330012526717,4.0,0,Neutral,1,0
1794,Individual,45,Mobile,Monthly,35,2,5,2.302585092994046,50,7.719129840906732,0,Yes,No,1,14.84284815103196,4.0,0,Satisfied,0,0
1795,SME,16,Web,Monthly,16,6,4,0.6931471805599453,20,5.771441123130016,0,No,Yes,2,18.44010400353192,2.0,0,Unsatisfied,0,0
1796,SME,22,Mobile,Monthly,9,3,1,2.70805020110221,70,7.340186835320115,0,No,No,1,28.36182451647241,4.0,0,Neutral,1,0
1798,Enterprise,51,Mobile,Monthly,18,7,4,0.0,30,7.333676395657684,0,No,No,3,18.594316276465968,2.0,0,Neutral,0,0
1799,Individual,36,Web,Yearly,23,1,12,0.0,20,6.580639137284949,0,No,No,2,24.238618970032974,4.0,0,Satisfied,0,0
1800,SME,20,Web,Quarterly,18,1,4,1.3862943611198906,30,6.398594934535208,1,No,No,0,14.764025256884764,2.0,0,Satisfied,0,0
1801,SME,31,Mobile,Yearly,17,7,7,0.6931471805599453,50,7.346655163176539,0,Yes,No,0,29.46710301686917,1.0,1,Unsatisfied,3,1
1802,Individual,52,Web,Quarterly,15,2,4,1.3862943611198906,70,8.200013648175434,0,No,No,1,23.92795154634751,4.0,1,Unsatisfied,0,0
1803,Individual,33,Web,Monthly,1,3,5,1.0986122886681098,10,5.802118375377063,1,No,No,1,36.8308735383022,3.0,0,Neutral,0,0
1804,Individual,13,Mobile,Yearly,37,1,4,2.4849066497880004,20,5.564520407322694,1,Yes,Yes,1,24.30272094672648,3.0,0,Unsatisfied,1,0
1805,SME,52,Mobile,Monthly,21,4,1,0.6931471805599453,30,7.353081920515432,1,No,No,0,37.25079757733164,4.0,0,Neutral,0,0
1806,SME,20,Mobile,Monthly,19,3,3,0.0,30,6.398594934535208,0,No,No,2,26.678085147958114,4.0,0,Neutral,1,0
1807,Individual,54,Web,Monthly,29,0,4,1.0986122886681098,30,7.390798521735676,0,No,No,1,28.135577590599148,3.0,0,Neutral,3,0
1808,Individual,41,Mobile,Quarterly,14,0,8,1.6094379124341003,30,7.115582126184454,1,Yes,No,1,36.8033246962688,3.0,0,Neutral,3,0
1809,Individual,42,Web,Monthly,23,7,4,0.0,100,8.343077871169383,0,No,No,0,29.02098856700006,3.0,0,Satisfied,1,0
1810,Individual,38,Web,Quarterly,12,0,8,2.6390573296152584,30,7.039660349862076,0,No,No,2,24.51478985296077,2.0,0,Unsatisfied,0,1
1812,Individual,39,Web,Quarterly,25,7,8,1.9459101490553132,10,5.968707559985366,1,No,No,1,20.66741416048791,4.0,0,Neutral,2,0
1813,Enterprise,23,Web,Monthly,22,3,5,1.9459101490553132,50,7.048386408721883,2,No,No,3,31.391398530070525,3.0,0,Satisfied,0,0
1814,SME,48,Web,Quarterly,16,4,4,2.5649493574615367,70,8.119993827725105,0,Yes,Yes,0,31.95485578531636,5.0,1,Satisfied,0,0
1815,Enterprise,49,Referral,Yearly,27,0,2,2.6390573296152584,50,7.804251383528112,0,No,No,1,15.898436598126658,2.0,1,Neutral,0,0
1816,Individual,56,Referral,Monthly,12,4,6,2.3978952727983707,10,6.329720905522696,0,No,Yes,4,22.28235320725809,4.0,0,Satisfied,0,0
1817,Individual,33,Referral,Monthly,10,1,9,0.6931471805599453,100,8.101980731853192,0,No,No,1,15.430881964096605,3.0,0,Unsatisfied,1,0
1818,Individual,41,Mobile,Monthly,15,1,3,2.1972245773362196,20,6.710523109452428,0,No,No,0,25.62306515795852,5.0,0,Satisfied,0,0
1821,Individual,47,Mobile,Quarterly,15,0,7,0.6931471805599453,50,7.762596048540069,0,No,No,2,27.21520233419778,3.0,1,Satisfied,1,0
1822,SME,36,Web,Monthly,29,4,8,3.332204510175204,20,6.580639137284949,0,No,Yes,0,18.80069052086802,4.0,0,Neutral,1,0
1823,Individual,57,Web,Quarterly,35,4,5,2.772588722239781,50,7.955425088912672,0,No,No,2,45.5632684183738,4.0,0,Neutral,1,0
1824,Individual,8,Web,Quarterly,18,5,2,1.791759469228055,20,5.081404364984463,0,No,No,1,34.91421170941484,3.0,0,Unsatisfied,0,0
1825,Individual,57,Mobile,Quarterly,25,3,4,1.3862943611198906,30,7.444833273892193,0,Yes,Yes,0,33.052893927572086,2.0,0,Satisfied,3,0
1826,Individual,47,Web,Monthly,12,6,6,1.791759469228055,10,6.154858094016418,0,Yes,No,1,22.453497199661328,3.0,0,Satisfied,1,0
1827,Individual,22,Mobile,Monthly,19,1,7,1.9459101490553132,20,6.089044875446846,1,No,No,1,11.999934698131488,2.0,0,Neutral,0,0
1829,SME,4,Web,Yearly,11,4,7,0.0,50,5.303304908059076,0,No,No,2,27.65271342994224,4.0,0,Satisfied,0,0
1831,Individual,35,Mobile,Monthly,12,5,5,2.3978952727983707,50,7.467942332285852,1,No,No,0,30.50065873159828,4.0,0,Satisfied,0,0
1833,Individual,34,Referral,Quarterly,28,1,4,2.5649493574615367,10,5.831882477283517,0,No,No,2,34.70220281288681,2.0,0,Satisfied,0,0
1834,Individual,22,Referral,Monthly,31,5,3,3.4657359027997265,20,6.089044875446846,0,No,No,3,16.56855825649672,3.0,0,Unsatisfied,1,0
1835,SME,25,Web,Monthly,30,0,8,2.833213344056216,50,7.1316985104669115,1,No,No,0,10.20940504298029,2.0,0,Satisfied,1,0
1838,SME,40,Referral,Monthly,5,0,8,2.995732273553991,20,6.68586094706836,0,No,Yes,1,26.779351835113708,2.0,0,Neutral,0,0
1839,SME,17,Web,Monthly,21,1,6,3.871201010907891,20,5.831882477283517,1,Yes,Yes,1,32.72949742569505,3.0,0,Neutral,1,0
1840,Individual,16,Web,Quarterly,15,6,4,3.6109179126442243,10,5.081404364984463,1,No,Yes,1,26.84968257270049,2.0,1,Unsatisfied,1,0
1842,Individual,48,Web,Monthly,32,6,5,2.3978952727983707,100,8.476579508530941,2,Yes,Yes,0,31.91672360325954,3.0,0,Neutral,1,0
1844,Individual,39,Mobile,Monthly,5,0,2,1.791759469228055,20,6.660575149839686,1,Yes,No,2,33.04679701609757,4.0,0,Unsatisfied,1,0
1845,Individual,15,Mobile,Monthly,13,3,7,2.5649493574615367,10,5.017279836814924,0,No,Yes,1,45.71106589240125,4.0,1,Satisfied,2,0
1846,SME,17,Web,Quarterly,42,4,4,1.6094379124341003,30,6.236369590203704,0,No,No,0,15.03212474280449,3.0,0,Satisfied,0,0
1847,Individual,57,Mobile,Monthly,33,5,7,2.302585092994046,30,7.444833273892193,1,Yes,No,1,21.294387525606343,3.0,1,Neutral,2,0
1849,Individual,33,Web,Quarterly,26,6,4,2.70805020110221,50,7.409136443920128,1,No,No,0,12.427769401292991,5.0,1,Unsatisfied,1,0
1851,Individual,39,Web,Monthly,10,0,2,0.6931471805599453,20,6.660575149839686,0,Yes,No,2,26.17784734927008,2.0,0,Satisfied,3,0
1853,Individual,30,Referral,Quarterly,35,0,5,2.1972245773362196,10,5.707110264748875,1,No,No,0,1.0,2.0,0,Neutral,0,1
1854,SME,23,Web,Monthly,9,4,6,2.0794415416798357,20,6.133398042996649,0,No,Yes,0,21.06106536773756,5.0,0,Unsatisfied,1,0
1855,SME,37,Web,Monthly,19,2,5,3.091042453358316,70,7.85979918056211,0,Yes,No,0,20.750001636641187,3.0,0,Satisfied,0,0
1856,Individual,47,Web,Quarterly,22,6,4,1.6094379124341003,10,6.154858094016418,2,No,No,3,25.01080263619813,4.0,0,Satisfied,1,1
1857,Enterprise,7,Web,Monthly,15,1,2,1.6094379124341003,100,6.55250788703459,0,No,No,3,11.889631271588824,2.0,0,Neutral,1,0
1859,Enterprise,16,Mobile,Quarterly,9,5,5,2.9444389791664403,50,6.68586094706836,0,No,Yes,3,21.6536961176252,3.0,0,Unsatisfied,0,0
1860,Individual,28,Referral,Monthly,23,5,7,1.0986122886681098,20,6.329720905522696,1,Yes,No,2,29.900511447897163,3.0,0,Neutral,0,0
1862,Individual,34,Web,Quarterly,26,6,2,2.6390573296152584,20,6.523562306149512,1,No,No,0,44.22201986281768,4.0,0,Satisfied,0,0
1863,Individual,18,Web,Monthly,17,6,4,3.8066624897703196,30,6.293419278846481,1,Yes,No,0,15.864695231222612,4.0,3,Satisfied,2,0
1864,Individual,47,Web,Monthly,27,2,5,2.4849066497880004,50,7.762596048540069,2,No,No,2,39.05644639988239,3.0,0,Neutral,1,0
1865,Individual,23,Web,Quarterly,23,5,5,2.1972245773362196,20,6.133398042996649,1,Yes,Yes,0,18.790272303828782,2.0,1,Satisfied,2,0
1867,SME,20,Web,Monthly,17,2,4,1.791759469228055,70,7.244941546337007,2,Yes,No,2,36.0271749511701,3.0,0,Neutral,1,0
1868,Enterprise,31,Referral,Monthly,29,6,2,2.4849066497880004,10,5.739792912179234,0,No,No,2,29.67100365481896,2.0,0,Neutral,3,0
1869,SME,14,Web,Yearly,17,7,5,1.0986122886681098,20,5.638354669333745,1,No,Yes,2,16.137873659984834,4.0,0,Satisfied,2,0
1870,Individual,23,Mobile,Quarterly,26,4,8,1.791759469228055,50,7.048386408721883,0,No,No,2,36.54852420707074,3.0,0,Satisfied,0,0
1871,Individual,2,Web,Quarterly,33,7,8,2.5649493574615367,20,3.713572066704308,0,Yes,Yes,1,22.390601024984896,3.0,0,Neutral,1,0
1872,Individual,29,Web,Quarterly,31,3,4,2.302585092994046,30,6.769641976852503,0,No,No,3,31.215063492920947,4.0,0,Satisfied,1,0
